photo_url,location_lng,location_lat,scene,scene_id,townName,,tel,location,,tag,pcode,parent,distance,importance,biz_ext,biz_type,recommend,type,discount_num,gridcode,typecode,shopinfo,poiweight,citycode,children,alias,event,entr_location,indoor_map,email,timestamp,website,adcode,postcode,match,business_area,indoor_data,childtype,exit_location,shopid,navi_poiid,groupbuy_num,isin_region,查询关键词,手机号识别,,,行业大类,行业子类
[],109.005647,34.170666,包茂高速(精神卫生中心南侧约100米),B0G1Z439BO,,,132****2085;186****4863,"109.005647,34.170666",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,科教文化场所
[],108.869171,34.139224,小居安村居安路南一巷,B0FFFX1CCN,,,135****6445,"108.869171,34.139224",,,,B0FFG1U77Y,[],[],[],[],,科教文化服务;驾校;驾校|生活服务;生活服务场所;生活服务场所,,,141500|070000,0,[],,,,,,,,,,,,,,,0,,[],,,yes,,1,,,科教文化服务,驾校
[],108.864333,34.16054,郭杜十字东北角,B001D10W4E,,,133****8057;135****6059,"108.864333,34.16054",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.941124,34.174083,华美十字杜陵西路,B001D08VWW,,,130****3530,"108.941124,34.174083",,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.868932,34.112223,南横线里杜村村口,B0FFLIH6BE,,,180****5893,"108.868932,34.112223",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,科教文化场所
[],108.901222,34.164885,樱花二路合能公馆门面2幢1单元10107号,B0H6YCBMFY,,,182****9628,"108.901222,34.164885",,,,[],[],[],[],[],,科教文化服务;美术馆;美术馆,,,140400,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,美术馆
[],109.043299,34.181602,唐苑南路与汉风路交叉口南150米,B0FFKRTJ2H,,,153****1818,"109.043299,34.181602",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,科教文化场所
[],108.855411,34.176063,长里村,B001D11X13,,,135****5904,"108.855411,34.176063",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.857433,34.172125,西部大道109号中大机械集团主楼5层,B0HAOZI6TB,,,139****1306,"108.857433,34.172125",,,,[],[],[],[],[],,科教文化服务;展览馆;展览馆,,,140200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,展览馆
[],108.884998,34.101707,子午大道中段39号,B0FFGAP5XN,,,130****8431,"108.884998,34.101707",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.832053,34.18164,上林苑一路创汇社区F区1号楼下,B0GR9UP8JY,,,181****6985,"108.832053,34.181640",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.897139,34.094873,子午大道,B0H6DCAF3Q,,,131****2800,"108.897139,34.094873",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.83753,34.183077,锦业二路,B0FFL9F310,,,176****6664,"108.837530,34.183077",,,,[],[],[],[],[],,科教文化服务;学校;学校,,,141200,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.978062,34.031244,[],B0HDHMDBHF,,,134****2964,"108.978062,34.031244",,,,[],[],[],[],[],,科教文化服务;展览馆;展览馆,,,140200,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,展览馆
[],108.833618,34.102291,滦镇高桥,B001D0VRH9,,,153****9236,"108.833618,34.102291",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.972741,34.03217,留村330号,B0FFLEJOX1,,,181****0983,"108.972741,34.032170",,,,[],[],[],[],[],,科教文化服务;博物馆;博物馆,,,140100,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,博物馆
[],108.972233,34.029942,五台街办留村西弥路,B0GD3Z1L7M,,,181****4349,"108.972233,34.029942",,,,[],[],[],[],[],,科教文化服务;博物馆;博物馆,,,140100,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,博物馆
[],109.141173,34.026835,李家山村南行500米路东,B0FFH8AAGY,全部,,153****3863;133****0656,"109.141173,34.026835",,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,政府机构及社会团体;社会团体;社会团体相关,0,5109013100,130400,2,[],29,[],[],[],[],0,[],2021/12/7 19:39,[],610116,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,,政府机构及社会团体,社会团体
[],109.072389,34.01669,王莽街道办事处小峪口村1号,B0GRJ5OWD0,,,180****8776,"109.072389,34.016690",,,,[],[],[],[],[],,科教文化服务;博物馆;博物馆,,,140100,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,博物馆
[],108.993263,34.055083,王曲镇南江兆村五组,B0GUTHH260,,,180****4299,"108.993263,34.055083",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,科教文化场所
"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fb448a8d994e60c582bf936084aacc58'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c05397ce0885471b82fc543ac7d9d3e0'}]",109.132873,34.098614,鸣犊街道晓村一组,B0HURR2WTE,全部,,135****6219,"109.132873,34.098614",,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,政府机构及社会团体;社会团体;社会团体相关,0,5109111021,130400,2,[],29,[],长安区塬畔桃花种养殖专业合作社,[],[],0,[],2021/12/1 17:41,[],610116,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,1,,,政府机构及社会团体,社会团体
[],108.884545,34.126534,红太阳幼儿园南50米(文苑南路东),B0FFGFRA4C,,,136****9401,"108.884545,34.126534",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.89729,34.158709,长安万科生活广场1F-18,B0H1OCUV42,,,186****7323,"108.897290,34.158709",,,,B0G321HUCB,[],[],[],[],,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修,,,020000|030000,0,[],,,,,,,,,,,,,,,202,,[],,,yes,,1,,,汽车销售,汽车销售
[],108.897691,34.160306,书香路爱贝英语1层,B0FFLHMYDQ,,,185****4133,"108.897691,34.160306",,,,[],[],[],[],[],,科教文化服务;图书馆;图书馆,,,140500,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,图书馆
[],108.938315,34.131636,韦曲镇何家营村神禾一路十字西500米,B0FFI59A0C,,,187****4729,"108.938315,34.131636",,,,[],[],[],[],[],,科教文化服务;培训机构;培训机构|住宿服务;宾馆酒店;宾馆酒店,,,141400|100100,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,培训机构
[],108.976799,34.167583,航天基地航开路富力城南区商铺二楼,B0GR9LPH93,,,133****8297,"108.976799,34.167583",,,,[],[],[],[],[],,科教文化服务;科研机构;科研机构,,,141300,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,科研机构
[],108.934121,34.139327,西京路1号,B0FFKF0KSR,,,159****7099,"108.934121,34.139327",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.986311,34.165832,韦曲街道航拓路1666号,B0FFJVVUPY,,,181****9775,"108.986311,34.165832",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],108.823321,34.06738,210国道,B0FFHC2NN6,,,183****1221,"108.823321,34.067380",,,,[],[],[],[],[],,汽车销售;汽车销售;汽车销售,,,20000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,汽车销售,汽车销售
[],108.787606,34.155519,328乡道附近,B0FFL6BAZ2,,,150****9829,"108.787606,34.155519",,,,[],[],[],[],[],,购物服务;购物相关场所;购物相关场所|汽车销售;汽车销售;汽车销售,,,060000|020000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,购物服务,购物相关场所
[],108.965329,34.136586,樊川路西安文理学院旅游职专教学区旁,B0FFFAA2JD,,,153****9912,"108.965329,34.136586",,,,[],[],[],[],[],,购物服务;专卖店;书店|科教文化服务;传媒机构;杂志社,,,061205|141104,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,购物服务,专卖店
[],108.935836,34.124928,大学生活动中心中街A5,B0FFLK3GTS,,,173****9723,"108.935836,34.124928",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,学校
[],109.151162,34.011025,杨庄街道凤翔沟老村,B0HBFSZ7XY,,,133****4006,"109.151162,34.011025",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,科教文化服务,科教文化场所
[],109.194489,34.107875,魏寨乡白庙村附近,B0FFL268TY,,,135****0630,"109.194489,34.107875",,,,[],[],[],[],[],,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关,,,130000,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,政府机构及社会团体,政府及社会团体相关
[],108.852515,34.168663,高新区造字台路9号,B0HUDALK22,,,134****8304,"108.852515,34.168663",,,,[],[],[],[],[],,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修,,,020000|030000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,汽车销售,汽车销售
[],108.881891,34.17107,长安喜事宴会中心,B0GRK74KXW,,,135****9119,"108.881891,34.171070",,,,[],[],[],[],[],,汽车销售;汽车销售;汽车销售,,,20000,1,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,汽车销售,汽车销售
[],109.175609,34.107824,魏寨东新街4-6号,B001D0VR4O,,,137****1707,"109.175609,34.107824",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇级政府及事业单位|政府机构及社会团体;社会团体;社会团体相关|购物服务;购物相关场所;购物相关场所,,,130105|130400|060000,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,1,,,政府机构及社会团体,政府机关
[],109.056442,34.042651,西郑路,B0FFGK8DDO,,,029-85936120,"109.056442,34.042651",,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.056049,34.042663,王莽街道水寨关中环线,B0H3J76F2K,,,029-85936120,"109.056049,34.042663",,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.943067,34.037198,东西三街,B0FFLHN62E,,,,"108.943067,34.037198",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.139252,34.167019,[],B0HRH757WG,,,,"109.139252,34.167019",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;政府机关相关,,,130100,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.113913,34.036448,环山路雁引路交叉口,B0HRHZ27D6,,,029-85838966,"109.113913,34.036448",,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校,,,141206,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.036292,34.041031,汤房庙,B001D08PXT,,,,"109.036292,34.041031",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.114845,34.045366,引镇街道龙渠村,B0GUXC9PQ7,,,,"109.114845,34.045366",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.147062,34.039876,甫十路西安市长安区杨庄街道初级中学北侧约130米,B0HG0DYKL9,,,,"109.147062,34.039876",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],109.150017,34.041261,575村道附近,B0FFKXA3JR,,,,"109.150017,34.041261",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.146541,34.110357,鸣魏路(西安隆和建材西北侧约150米),B0FFKMZEA5,,,,"109.146541,34.110357",,,,[],[],[],[],[],,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关,,,130000,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府及社会团体相关
[],109.140923,34.1672,炮里乡卫生院附近,B0FFMG9XCB,,,,"109.140923,34.167200",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;政府机关相关,,,130100,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.041222,34.021249,107省道,B001D09SCC,,,,"109.041222,34.021249",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.971452,34.03114,五台街道留村,B001D08XJA,,,,"108.971452,34.03114",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.147959,34.038069,杨庄街道,B0FFG1J46V,,,,"109.147959,34.038069",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.151128,34.143061,炮里乡东岭村村民委员会,B0FFLCIE6D,,,,"109.151128,34.143061",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,,,130106,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.113973,34.035967,107省道与113县道交叉口东北150米,B001D0VQGB,,,,"109.113973,34.035967",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.17785,34.107064,魏寨北街与魏寨南街交叉口东北,B001D0VR84,,,,"109.177850,34.107064",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,,,130106,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.174952,34.107829,魏寨北街与魏鸣路交叉口南150米,B0FFF52OJK,,,,"109.174952,34.107829",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇级政府及事业单位,,,130105,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.175674,34.107734,魏寨东新街4-6号,B0HD7URFSW,,,,"109.175674,34.107734",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;政府机关相关,,,130100,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.150798,34.143223,韩布路,B0FFL8W96O,,,,"109.150798,34.143223",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,,,130106,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.007869,33.991795,翠华山景区内,B001D0VTR6,,,,"109.007869,33.991795",,,,B001D08PIN,[],[],[],[],,科教文化服务;博物馆;博物馆,,,140100,0,[],,,,,,,,,,,,,,,301,,[],,,yes,,0,,,科教文化服务,博物馆
[],109.140953,34.167238,马炮路,B0FFGK78QO,,,,"109.140953,34.167238",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇级政府及事业单位,,,130105,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.005914,34.01993,太乙宫正街西安翻译学院西南侧约100米,B0FFF8ZW3Z,,,029-85892539,"109.005914,34.01993",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.77579,34.027988,S107(高冠河大桥),B0FFLAVJNS,,,,"108.775790,34.027988",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.812404,34.039428,滦镇沣峪口210国道,B001D08ZSA,,,,"108.812404,34.039428",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.199251,34.107647,魏寨街道,B001D0VQRJ,,,,"109.199251,34.107647",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,,,130106,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],109.15383,34.053351,293乡道附近,B0FFL34MSW,,,,"109.153830,34.053351",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.171212,34.011202,杨庄街道办事处库峪口村五组,B001D0Z616,,,029-85887243,"109.171212,34.011202",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.14824,34.038733,杨庄街道杨庄小学杨庄街道中心幼儿园,B0FFL74TWR,,,,"109.148240,34.038733",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.149726,34.036993,甫十路西安市长安区杨庄街道初级中学东南侧约140米,B0HB3M7022,,,,"109.149726,34.036993",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],108.716904,34.204892,马王街道西网小区,B0HDZS0WDF,,,,"108.716904,34.204892",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.748673,34.176064,沣东新城红星小学东南侧,B0HDGSNMBB,,,,"108.748673,34.176064",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.725009,34.185747,马王镇新旺村,B0FFLDMG5L,,,,"108.725009,34.185747",,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.763849,34.139553,灵秀一路紫薇生态城营销中心,B0FFM5OD2U,,,,"108.763849,34.139553",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.146657,34.039086,甫十路西安市长安区杨庄街道初级中学西北侧约80米,B0GK6MQN2W,,,,"109.146657,34.039086",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],108.742397,34.227539,沣河东路,B0HUZ5IRAB,,,,"108.742397,34.227539",,,,[],[],[],[],[],,科教文化服务;展览馆;展览馆,,,140200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,展览馆
[],109.147504,34.038998,甫十路西安市长安区杨庄街道初级中学北侧,B0H0H5BGC1,,,,"109.147504,34.038998",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],109.145269,34.040445,杨庄村西街13号,B001D08PXH,,,029-85887337,"109.145269,34.040445",,,,[],[],[],[],[],,政府机构及社会团体;公检法机构;公安警察,,,130501,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,公检法机构
[],108.764328,34.02893,东祥路1号,B001D04KRV,,,,"108.764328,34.02893",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.766743,34.168909,二四一乡道细柳中心卫生院义井分院向西180米路南,B0FFGDO3CK,,,029-85965036,"108.766743,34.168909",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.91967,33.989971,杨家岭延安大学校内,B0FFJJ344Z,,,,"108.919670,33.989971",,,,[],[],[],[],[],,科教文化服务;展览馆;展览馆,,,140200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,展览馆
[],108.775851,34.031766,东大镇东大村,B001D10TLF,,,029-62863333;186****0653,"108.775851,34.031766",,,,[],[],[],[],[],,科教文化服务;学校;职业技术学校|科教文化服务;学校;高等院校,,,141206|141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.812122,34.03747,满防线,B001D09SE6,,,,"108.812122,34.037470",,,,[],[],[],[],[],,科教文化服务;学校;小学,,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.150724,34.143375,韩布路,B0FFLCC0LC,,,,"109.150724,34.143375",,,,[],[],[],[],[],,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位,,,130106,2,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,政府机构及社会团体,政府机关
[],108.76088,34.020602,关中环线,B0H2UHR1G4,,,,"108.760880,34.020602",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.772264,34.045197,东大村十街与东大路交叉路口往东约130米,B001D09S17,,,029-82038511,"108.772264,34.045197",,,,[],[],[],[],[],,科教文化服务;学校;学校,,,141200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.779548,34.021639,秦岭北麓高山流水别墅,B0FFH0LHHC,,,,"108.779548,34.021639",,,,[],[],[],[],[],,科教文化服务;展览馆;展览馆,,,140200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,展览馆
[],109.142697,34.049301,甫十路575村,B0G1ADXKG6,,,,"109.142697,34.049301",,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,科教文化场所
[],108.820269,34.044205,红星石化陈村加油站旁边,B0FFLFBL24,,,,"108.820269,34.044205",,,,[],[],[],[],[],,科教文化服务;学校;中学,,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],108.778064,34.043304,东大街道东大村温泉大道2号,B001D0Z2GS,,,029-89026666,"108.778064,34.043304",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
[],109.009313,34.024641,太乙宫镇,B001D0VQU5,,,,"109.009313,34.024641",,,,[],[],[],[],[],,科教文化服务;学校;高等院校,,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,,,科教文化服务,学校
